EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GripForce,Subject
-1,-2,3,3,-3,4,16,9,4,2
-20,-22,-4,-4,0,-1,2,1,4,2
-3,7,2,-3,-9,-7,-4,-7,4,2
16,5,1,-1,-2,0,-8,0,4,2
5,7,-4,-3,-2,-2,10,9,4,2
-6,2,-2,-2,5,2,9,29,4,2
3,-3,-2,1,-4,-2,10,0,4,2
13,18,11,7,9,7,20,-1,4,2
-16,-16,-3,-1,-4,2,1,17,4,2
-3,-15,-7,-5,1,-5,-15,-19,4,2
-8,-1,0,-2,-1,0,-6,3,4,2
-4,-3,-6,-3,-2,-5,4,10,4,2
11,20,-1,3,-2,1,9,-11,4,2
-8,-25,7,-1,4,5,5,-13,4,2
-6,-6,-8,-2,-3,-3,8,17,4,2
0,-24,3,0,2,5,-19,8,4,2
4,-5,-6,-4,-7,-11,-7,27,4,2
-9,8,-8,-5,-6,-9,-25,-36,4,2
-8,4,-2,-2,3,2,4,0,4,2
5,9,5,4,6,6,10,8,4,2
-5,-5,0,-2,-4,2,9,-19,4,2
11,23,-2,-3,-1,-4,2,4,4,2
-5,-22,-1,-1,0,4,15,13,4,2
-30,-35,-14,-5,-8,-13,-33,-20,4,2
1,3,1,-1,-10,-8,-5,-18,4,2
18,2,0,3,3,1,8,3,4,2
3,17,5,3,8,5,15,-2,4,2
-1,13,1,3,3,0,-3,10,4,2
-7,-26,-6,-8,-8,4,3,42,4,2
8,2,5,5,-7,-7,5,-13,4,2
2,-4,-3,-4,-5,-10,-15,-6,4,2
-8,-5,0,3,4,3,14,-2,4,2
7,36,2,0,4,2,-12,-3,4,2
9,9,7,3,2,7,21,25,4,2
-24,-24,-10,-6,-4,2,-12,-2,4,2
-14,-24,-8,-8,-9,-15,-6,-34,4,2
9,2,-2,4,4,6,5,3,4,2
2,2,-2,-2,2,4,2,7,4,2
16,13,1,1,0,-3,-1,8,4,2
5,1,-1,-4,-2,-1,1,59,4,2
-3,10,2,0,2,-1,-2,-18,4,2
-9,-23,-6,-3,-8,-4,-10,-11,4,2
-3,15,-1,-7,-2,3,4,-17,4,2
1,-2,2,-3,0,-3,10,-18,4,2
-6,-25,-4,2,-7,-7,-4,-21,4,2
-1,4,1,0,0,4,8,17,4,2
-1,7,2,2,7,2,-8,-6,4,2
-10,-11,-4,-2,-2,3,16,-4,4,2
-5,9,4,1,1,0,5,15,4,2
-10,-6,-7,-3,-3,-3,-36,-27,4,2
1,-4,-2,-2,-5,-4,16,-4,4,2
10,15,2,-1,13,2,-2,40,4,2
-5,-13,-4,0,-11,-5,-8,-23,4,2
-9,6,-1,-1,6,7,10,7,4,2
0,29,2,2,1,-7,-24,-12,4,2
3,-11,-2,1,2,0,-6,11,5,2
-2,19,3,3,3,5,9,-7,5,2
16,25,5,0,-3,1,19,31,5,2
-22,-13,-2,-4,4,5,2,-27,5,2
-3,-8,-5,-4,-8,-5,-2,-6,5,2
-5,-10,-5,-7,-11,-15,-17,-36,5,2
-16,-3,1,-4,-2,-2,-16,-38,5,2
-4,-24,-9,-3,2,-4,1,-3,5,2
11,33,4,-2,-2,-3,0,12,5,2
-20,-34,-10,0,3,2,3,-30,5,2
16,21,5,3,5,4,7,32,5,2
-1,-19,-13,-10,-12,3,-3,-8,5,2
-1,-4,7,4,7,1,-6,-12,5,2
3,8,6,5,0,3,21,16,5,2
0,-3,-1,-3,-14,-8,-31,-4,5,2
-1,9,-1,1,12,4,6,-18,5,2
0,3,1,1,-9,-3,-8,8,5,2
-3,-5,-7,-6,7,0,-8,1,5,2
-15,0,-5,0,-3,-6,3,-6,5,2
21,18,10,7,6,7,13,26,5,2
-33,-18,-10,-16,-18,-19,-26,-14,5,2
1,-8,-2,3,6,8,5,29,5,2
4,-25,-1,-4,-4,-1,8,-22,5,2
19,9,2,2,7,4,27,54,5,2
-8,4,-8,-2,-1,-1,-4,-32,5,2
2,3,8,2,1,9,-19,-17,5,2
12,10,1,3,7,-11,-14,16,5,2
-10,2,0,-5,-18,-6,33,16,5,2
1,7,4,0,0,-4,-24,-8,5,2
14,6,-3,-2,-3,-4,-7,16,5,2
-11,-2,-3,1,3,8,8,-22,5,2
7,2,-3,-2,3,-4,-17,-16,5,2
8,2,0,1,-2,3,26,26,5,2
-1,29,4,-1,0,-1,19,8,5,2
0,-52,-8,2,3,1,-34,-14,5,2
-11,3,1,-2,-9,-10,-2,-13,5,2
3,2,-2,-1,8,6,1,-11,5,2
22,3,1,0,-3,-2,5,-16,5,2
-11,0,3,-1,1,5,31,0,5,2
-12,3,4,1,3,-3,-36,13,5,2
11,-26,-7,0,-1,1,3,-7,5,2
-6,18,0,-5,-12,-7,28,5,5,2
5,9,-1,-1,2,1,-12,-14,5,2
5,-2,1,-5,-5,4,-3,-14,5,2
-9,-3,-1,2,10,8,-1,-3,5,2
-5,-4,0,-3,-24,-30,-41,-3,5,2
5,22,-8,-5,11,6,17,11,5,2
6,-12,1,2,2,0,23,18,5,2
-12,3,1,0,-10,-4,-19,-8,5,2
1,-30,-10,-3,2,-1,-26,4,5,2
-18,-1,-5,-2,-4,-5,4,-23,5,2
18,9,3,5,12,11,14,45,5,2
6,18,5,0,-2,-3,12,43,5,2
-7,-12,-3,-2,-1,-2,-25,-35,5,2
0,11,3,-1,-7,-6,2,9,5,2
-2,3,-6,0,9,7,3,-4,5,2
9,-7,1,-6,-15,-6,4,-9,5,2
-1,-17,-9,-1,8,7,16,13,5,2
-13,-16,-2,0,-6,-9,-17,-7,5,2
-10,-12,0,0,-2,-4,7,-8,5,2
-2,5,-4,-3,4,-1,-37,-19,5,2
-6,-8,-3,2,4,4,9,-4,5,2
14,10,3,-3,-1,5,4,7,5,2
-21,-17,-5,-2,-3,-8,-7,-24,5,2
8,25,2,3,8,5,28,31,5,2
-30,-30,-6,-7,-16,-14,-43,-43,5,2
12,15,4,-2,-1,2,19,71,5,2
2,-2,-1,-2,-3,-5,-24,-2,5,2
18,-3,-3,-1,-1,-2,10,2,5,2
-1,16,0,2,5,7,15,16,5,2
11,7,1,1,5,6,5,27,5,2
3,-6,-2,-3,-6,2,15,-18,5,2
-11,-6,-2,-2,-6,-5,-11,9,5,2
9,-2,-3,2,1,-7,-6,7,5,2
-16,10,0,-5,3,0,-28,-55,5,2
-7,-14,-8,-4,-10,-12,-2,-16,5,2
11,4,-1,0,9,10,22,23,5,2
-28,-12,-2,-2,-7,-3,1,-10,5,2
8,9,-2,-1,3,0,-13,-15,5,2
11,11,2,4,1,5,-4,2,5,2
-28,-15,-3,-4,-13,-13,-18,-30,5,2
15,-1,-1,-5,-5,-4,9,19,5,2
-9,-9,0,0,1,3,18,-8,5,2
5,11,-1,0,8,6,-1,-4,5,2
-1,-27,-10,0,1,-2,11,-8,5,2
-12,-7,8,-3,-2,0,-13,29,5,2
3,-14,-8,-2,-5,-8,1,0,5,2
-6,7,-1,-4,-8,-8,-29,-42,5,2
-10,-5,-5,-2,3,2,4,-33,5,2
0,17,0,7,11,9,17,-19,5,2
-8,-1,-2,-4,-6,-7,13,20,5,2
11,-3,-1,-2,-3,-2,2,20,5,2
-3,-23,-6,-7,-5,-4,-3,-18,5,2
8,6,-2,2,1,-5,-13,8,5,2
-5,11,8,3,-2,-2,4,36,5,2
-16,-24,-8,-1,-1,-3,-19,-26,5,2
17,15,8,2,5,1,8,18,5,2
18,11,3,-2,-3,6,21,24,5,2
-2,-5,-10,-1,-3,1,0,-7,5,2
-16,4,-2,-6,-7,-2,5,-1,5,2
-8,-33,-6,-3,-4,-4,-22,10,5,2
5,7,-3,-2,-2,2,19,-7,5,2
17,17,3,0,-3,6,17,13,5,2
-9,-8,0,2,14,-4,-30,-42,5,2
-2,8,1,-2,-7,-4,-18,-14,5,2
11,-1,-1,6,9,6,13,-8,5,2
-4,-3,-1,-4,-6,-2,8,-5,5,2
-3,11,10,7,4,5,-10,2,5,2
-6,1,-9,-14,-24,-28,-16,-30,5,2
-12,-5,0,-1,5,-2,-19,-21,5,2
1,-20,-3,-2,-6,-7,-7,-8,5,2
-14,10,1,0,2,6,19,32,5,2
6,7,7,9,12,8,7,28,5,2
11,-1,-5,-6,-7,3,5,7,5,2
6,-3,-6,-5,3,-1,-7,-17,5,2
4,20,7,0,0,2,9,9,5,2
-1,-15,-6,-2,0,1,7,2,5,2
-10,-5,1,-3,-22,-15,0,30,5,2
-20,-11,-7,-3,2,-12,-28,-38,5,2
7,-19,-7,-2,-3,-1,11,15,5,2
1,16,2,0,3,4,-2,8,5,2
19,10,6,6,17,15,16,17,5,2
5,-6,5,5,-3,-1,12,17,5,2
12,8,-5,-8,-5,-1,9,22,5,2
-18,-12,-4,-1,-4,-7,-21,-15,5,2
2,7,-1,-3,-4,-3,-17,-29,5,2
-10,-2,-6,-1,5,7,-3,22,5,2
7,-3,1,-1,-11,-6,19,0,5,2
-2,7,5,5,14,11,-2,-16,5,2
2,10,-7,-5,-3,-1,-2,-5,5,2
-2,-21,1,3,10,6,10,3,5,2
-3,-6,1,-6,-11,-12,-25,-20,5,2
-1,2,1,-5,-5,0,12,-31,5,2
6,9,-4,-4,-3,-2,-21,11,5,2
1,17,3,-3,-6,-4,7,-55,5,2
0,-4,-1,3,7,-2,-10,25,5,2
-6,-3,-6,-6,-6,-4,-6,-33,5,2
-11,-6,-2,3,2,-3,-4,-18,5,2
13,16,5,-8,-11,0,-7,6,5,2
-10,1,-3,3,7,8,5,-12,5,2
-14,-22,-4,-7,-14,-25,-23,1,5,2
7,-3,4,2,0,6,4,-8,5,2
-8,-10,-1,4,3,3,-3,12,5,2
18,48,1,-7,-13,-10,-2,2,5,2
-17,-43,-4,0,12,3,4,9,5,2
5,-3,-3,-1,-7,-4,-2,5,5,2
-6,-12,-1,-2,-3,0,6,-9,5,2
-4,12,-3,2,2,-1,-14,-54,5,2
24,29,4,1,-5,3,1,33,5,2
-20,-17,-2,1,1,-7,11,-5,5,2
10,19,6,-2,1,4,-11,18,5,2
12,-36,-7,0,-6,3,23,6,5,2
1,34,1,-3,-4,0,18,6,5,2
-14,-35,-3,2,10,1,-37,-4,5,2
3,8,-1,0,2,2,19,15,5,2
3,-9,2,0,2,0,-12,9,5,2
28,23,3,7,1,7,29,63,5,2
-21,-5,2,-3,-5,-5,5,-9,5,2
11,0,-5,-3,1,-5,-26,-35,5,2
-10,-16,-5,-3,-6,-12,-20,0,5,2
-1,5,0,3,-4,-1,9,-13,5,2
7,17,6,0,2,1,0,-15,5,2
-23,-43,-9,-4,-4,-4,-15,7,5,2
-14,-2,4,-2,-8,-12,0,-31,5,2
7,5,-5,-3,2,8,15,11,5,2
10,18,1,-1,2,-1,8,39,5,2
5,6,4,-3,-5,2,7,8,5,2
1,-3,-8,-1,5,7,6,18,5,2
-10,-9,0,-3,1,-9,-28,-25,5,2
4,-11,-4,2,-4,6,26,-18,5,2
8,21,3,3,3,-10,-33,-5,5,2
-13,7,0,-4,-7,-4,-4,-17,5,2
-2,-15,-1,-4,-4,0,16,-1,5,2
-5,-30,-11,-2,5,-1,-14,2,5,2
-9,5,-5,-2,-7,-4,13,-22,5,2
12,6,8,1,7,7,-21,2,5,2
-9,3,-4,2,4,7,6,0,5,2
17,4,3,3,1,0,12,46,5,2
-12,-9,-3,-2,-3,-4,17,17,5,2
2,12,2,-2,4,1,-18,3,5,2
-17,-23,-2,-1,-7,-9,-18,-45,5,2
5,20,1,-3,-5,-8,-3,-7,5,2
12,11,1,4,8,5,-11,14,5,2
-10,-8,-2,6,4,5,13,-3,5,2
-6,-11,-8,-9,-21,-6,-30,-20,5,2
-8,-2,0,-1,18,5,15,-4,5,2
5,15,7,5,-9,-6,-12,-1,5,2
6,-11,-7,-1,6,6,18,19,5,2
-4,14,1,1,3,3,5,14,5,2
-1,-10,-2,0,-8,0,13,-7,5,2
3,12,9,0,3,4,-2,16,5,2
7,2,-1,-4,1,2,23,12,5,2
1,-11,3,2,2,-6,-19,-1,5,2
10,19,4,-3,-3,-1,-17,-8,5,2
-2,4,-4,1,5,2,13,1,5,2
-7,-10,-3,-2,-12,-6,-4,0,5,2
-7,-20,2,-3,6,-2,-2,-34,5,2
-1,11,5,4,1,4,-8,-16,5,2
-1,4,-1,-1,-7,-7,1,-10,5,2
-2,-13,-9,-3,1,0,9,14,5,2
11,6,-10,-7,-7,-3,-13,11,5,2
-10,-4,1,0,-2,-1,11,-3,5,2
-16,-16,-9,-4,2,0,5,-19,5,2
-4,3,1,-5,-4,-4,-9,-4,5,2
-2,16,1,1,2,-1,-4,14,5,2
-1,-12,-4,-4,-4,-1,-6,-27,5,2
-6,-13,-6,-7,-11,-5,13,32,5,2
2,5,0,-2,-6,-13,-28,-6,5,2
-8,8,1,2,-5,-1,0,-17,5,2
-7,-9,-2,-5,-4,-12,-23,-12,5,2
-1,-8,-5,2,5,6,-12,-25,5,2
-7,7,0,-1,0,-3,21,-18,5,2
5,-15,0,3,4,6,-10,9,5,2
6,12,-2,-1,-5,2,36,43,5,2
4,-6,0,-4,-1,-12,-33,-17,5,2
1,8,3,2,4,5,1,-12,5,2
16,18,6,0,5,-1,3,15,5,2
-13,-2,-5,0,2,3,0,-9,5,2
-2,-30,-9,-1,14,10,5,-3,5,2
-1,13,2,-2,-21,-11,15,-6,5,2
-7,-20,-6,-4,6,0,-30,-22,5,2
17,3,1,3,4,3,6,42,5,2
-12,7,-4,-3,-7,-6,2,-3,5,2
6,1,0,-1,10,10,-4,4,5,2
-4,-5,0,2,-2,-5,20,6,5,2
-8,13,4,-1,-10,-5,-18,-20,5,2
11,-20,-7,-2,9,8,-4,17,5,2
-4,-4,-2,-1,-6,-4,14,-5,5,2
5,-7,3,0,-4,-3,-8,29,5,2
-1,18,4,-2,0,1,-1,-13,5,2
-6,11,-1,-3,-4,-5,5,-26,5,2
-7,-30,-7,-2,-5,-2,-7,-3,5,2
8,23,0,-1,1,1,15,6,5,2
13,8,2,1,3,-1,6,18,5,2
-22,-9,9,4,-1,0,-5,-14,5,2
-17,-26,-10,-9,-7,-2,3,-6,5,2
12,14,-4,-4,2,-1,-2,-39,5,2
-9,-19,0,1,-1,-2,-16,-3,5,2
19,9,-2,-2,-11,-8,19,10,5,2
1,10,10,6,14,12,-13,-16,5,2
5,6,0,-2,-5,-2,25,8,5,2
-4,-11,-10,-3,2,1,-16,-13,5,2
6,15,4,-1,2,1,-1,15,5,2
-9,-6,-5,-5,-13,-11,2,-10,5,2
4,5,-4,-1,12,10,28,19,5,2
-9,-20,-4,-3,-9,-12,-20,-75,5,2
-3,14,3,-3,-3,0,-13,-10,5,2
15,-4,-2,5,5,4,-2,26,5,2
-10,-9,0,-1,1,-1,1,4,5,2
2,7,-2,-2,3,9,27,13,5,2
2,19,1,-1,-1,-2,8,-3,5,2
9,-1,2,-1,6,-2,-21,35,5,2
-21,-18,-5,-8,-15,-6,-10,-26,5,2
-31,-41,-15,-6,-7,-13,-16,-6,5,2
6,9,1,0,0,3,-10,14,5,2
5,9,0,0,4,5,26,2,5,2
17,11,3,7,6,5,-28,25,5,2
4,0,1,0,0,5,13,17,5,2
-11,-3,-4,-4,-5,-2,3,2,5,2
-9,-25,-3,-2,-3,-1,-6,-1,5,2
2,8,1,0,-1,2,7,-10,5,2
-1,-1,-1,1,5,0,8,-2,5,2
12,15,3,0,-1,-4,-19,47,5,2
-22,-21,-5,-6,-2,-2,-21,-36,5,2
-3,-16,-11,-5,-15,-9,-9,2,5,2
0,21,8,5,12,6,-4,-8,5,2
7,-9,-1,5,5,1,34,26,5,2
6,16,-1,-8,-7,-2,-17,4,5,2
-7,-10,-6,-3,-2,-3,9,7,5,2
9,13,2,1,-3,2,-1,10,5,2
-28,-22,-5,0,6,7,-26,-41,5,2
13,22,-1,-1,-5,-4,6,30,5,2
-10,-13,7,3,6,-2,20,1,5,2
5,4,-2,-3,-10,-1,-9,-7,5,2
4,-8,-1,-1,-3,-7,-1,-22,5,2
-6,9,0,-1,3,4,13,-3,5,2
-2,0,-6,-2,-1,-1,-10,-2,5,2
-4,-4,2,-1,0,-1,-7,46,5,2
2,0,1,-1,-3,-1,4,2,5,2
18,3,-2,4,9,6,22,22,5,2
-3,9,2,0,-3,-5,-4,-9,5,2
3,-5,-3,-2,-7,-7,-1,-17,5,2
10,11,-1,1,4,-1,-1,-50,5,2
-23,-4,8,1,-1,4,10,-11,5,2
-2,-33,-5,-7,-12,-26,-29,-26,5,2
-5,-28,-9,-4,-8,-2,3,-4,5,2
-9,0,-2,2,6,5,5,-8,5,2
6,-3,-6,0,2,1,8,-3,5,2
3,26,4,4,5,6,8,9,5,2
7,13,1,0,-2,-8,-15,-16,5,2
9,-12,-2,-5,-11,-6,7,36,5,2
-29,-16,-6,-4,-3,-2,-7,-16,5,2
-5,5,3,0,-3,1,-14,-18,5,2
10,12,2,2,5,1,12,34,5,2
-5,-12,-6,-3,-7,1,10,1,5,2
13,9,-4,-3,-10,-11,-20,0,5,2
-5,17,4,1,2,7,-16,-62,5,2
-18,-49,-4,0,0,-4,19,10,5,2
3,6,0,-3,-1,-3,-8,-4,5,2
-1,-16,-3,-1,-3,-3,-18,-5,5,2
10,35,4,1,13,1,12,0,5,2
7,0,1,1,-7,0,-24,-1,5,2
0,-18,-3,-1,-2,4,3,22,5,2
1,12,1,-6,-5,-5,28,9,5,2
-3,-3,-4,-5,-9,-10,-2,12,5,2
0,9,-1,-5,0,-1,-8,-15,5,2
-6,-9,-3,-2,-1,-2,2,-17,5,2
-5,-2,-2,2,0,-5,-15,-39,5,2
7,28,2,0,5,9,7,44,5,2
-23,-11,0,-2,-4,-1,14,-27,5,2
-4,-14,-2,-3,-4,-5,-28,-16,5,2
11,-16,-2,-2,3,0,-8,-2,5,2
-9,15,3,3,-3,-5,-5,34,5,2
10,1,0,-1,1,2,-14,8,5,2
4,14,3,2,0,2,22,0,5,2
-6,0,-2,1,2,-2,-20,16,5,2
1,-23,-2,1,0,1,2,-9,5,2
1,21,-2,-6,-3,-3,16,-4,5,2
-3,-9,-2,-2,-10,-4,3,14,5,2
10,17,-2,5,13,5,6,-7,5,2
-7,-29,-7,-9,-10,-2,14,-7,5,2
7,15,0,0,1,1,-21,15,5,2
-31,-16,-5,-1,0,-7,34,-38,5,2
-20,-48,-5,-2,0,-3,-32,1,5,2
5,-5,-7,-6,-8,-9,-28,-3,5,2
-7,2,0,0,2,-2,-3,-20,5,2
4,23,-2,-1,-1,-3,-5,-11,5,2
6,8,5,2,-2,5,23,15,5,2
4,-5,2,3,-7,7,18,45,5,2
12,-14,-7,-1,16,2,16,20,5,2
-20,-2,5,-2,-13,-8,-25,-23,5,2
2,6,4,-4,-6,-7,-3,-16,5,2
-6,4,-5,-1,2,3,-12,-32,5,2
6,-12,-3,0,-5,-13,4,6,5,2
12,8,2,-1,6,12,15,30,5,2
-2,-6,-3,-2,-1,0,-3,23,5,2
10,11,2,-6,-1,2,-15,-25,5,2
-14,-19,-3,-1,-3,11,44,3,5,2
17,0,3,1,4,1,0,11,5,2
-21,1,-3,-9,-16,-19,-47,-47,5,2
12,12,2,5,4,-3,1,4,5,2
-22,-14,-2,-3,-8,-7,-17,-24,5,2
2,5,0,-3,3,2,1,2,5,2
13,8,0,3,0,2,35,31,5,2
-17,-24,-4,1,10,-7,-20,-16,6,2
-15,-16,-1,-2,-8,2,37,5,6,2
-3,-7,3,0,2,1,16,3,6,2
4,13,-5,-2,-4,-10,-26,-75,6,2
7,13,5,4,-8,-6,-18,14,6,2
12,-9,-2,-2,0,6,55,16,6,2
-1,-1,2,1,3,1,-30,0,6,2
-6,4,-3,1,0,6,52,-10,6,2
4,10,10,3,1,-3,-39,-9,6,2
-3,-8,-6,-5,-9,-4,-14,6,6,2
13,10,-2,-6,-4,7,10,2,6,2
8,6,4,2,2,4,-4,31,6,2
-10,-31,-8,-1,6,7,14,-1,6,2
14,41,12,5,4,-2,-16,18,6,2
-7,-10,-6,0,2,6,9,22,6,2
-16,-27,5,-2,-12,-18,13,-4,6,2
13,-21,-5,-7,-13,-4,-37,0,6,2
-17,15,-6,-2,4,-5,-3,-28,6,2
-6,-11,-1,0,5,3,-6,-1,6,2
1,-3,-4,-1,-1,0,-2,14,6,2
3,18,4,2,8,2,16,-14,6,2
-12,22,3,1,2,6,21,-53,6,2
-3,-27,-4,2,0,-16,-54,-25,6,2
-19,-15,-2,-7,-2,0,-14,5,6,2
-14,-20,4,4,1,-2,8,-7,6,2
11,-2,-3,-2,1,5,11,17,6,2
-21,-1,-4,-2,13,7,15,-10,6,2
25,22,-2,2,-8,0,29,27,6,2
-1,13,0,-5,-7,-8,-41,-5,6,2
-15,-20,-6,-4,-3,-8,-17,-13,6,2
4,3,-2,1,0,7,17,4,6,2
-2,10,1,-3,-1,-6,-51,0,6,2
7,16,-3,1,-3,3,63,29,6,2
-11,-34,2,3,3,1,2,16,6,2
0,-7,-9,-8,-14,-13,-8,0,6,2
2,8,-1,1,9,10,2,-14,6,2
8,18,3,1,3,6,22,22,6,2
-2,9,3,9,19,7,-14,-3,6,2
-12,-24,-5,-10,-24,-15,-50,-37,6,2
-16,-49,-10,-13,-27,-47,-45,-55,6,2
-10,-2,-3,-2,1,6,18,-20,6,2
24,19,2,5,7,10,7,26,6,2
1,22,4,3,16,15,40,17,6,2
10,8,-4,0,3,7,9,22,6,2
-1,-23,1,0,-9,-5,-47,-21,6,2
-3,-3,-1,-6,-7,-5,0,-9,6,2
-1,-1,2,-1,-4,-11,0,17,6,2
-3,1,4,3,-3,7,1,14,6,2
16,23,-3,1,11,11,58,40,6,2
4,3,3,5,0,7,-36,8,6,2
-24,-26,-10,-14,-16,-18,-12,-4,6,2
-19,-9,-3,-5,-2,-1,-11,-36,6,2
2,6,-5,1,4,1,-21,-18,6,2
12,10,5,2,-4,0,30,24,6,2
3,-1,-2,5,3,-4,28,14,6,2
-3,-1,-4,0,7,6,-13,29,6,2
-24,-11,-3,-7,-5,-3,-21,-27,6,2
1,-5,-1,-1,-2,-4,-16,-47,6,2
13,9,-2,-1,-2,-6,-9,-1,6,2
9,8,-1,-1,4,9,9,10,6,2
6,-1,0,3,3,11,15,16,6,2
-2,9,-1,-2,-1,-10,4,10,6,2
-3,5,2,-6,-6,4,-6,-20,6,2
-11,4,0,1,-6,5,0,-7,6,2
4,-16,-7,0,13,-5,24,45,6,2
6,21,0,-3,-5,-4,-15,5,6,2
12,-28,-2,-2,-17,-10,42,3,6,2
-1,3,8,7,17,13,-10,16,6,2
-18,-28,-6,-5,-7,-16,-49,-56,6,2
-8,-25,-9,-6,-9,-4,1,16,6,2
16,32,10,4,11,11,23,-6,6,2
6,14,-2,5,0,0,-1,10,6,2
13,8,1,-3,-1,2,31,21,6,2
12,-10,-5,1,4,-1,3,49,6,2
-34,-11,-8,-10,-16,-15,-69,-28,6,2
6,-14,-4,-5,0,-5,-1,-25,6,2
6,23,9,4,1,9,-8,-5,6,2
10,0,-5,-3,-5,-5,22,0,6,2
-13,-13,-3,6,4,12,37,11,6,2
-10,1,2,0,11,4,-17,18,6,2
-12,-27,-10,-9,-21,-30,-16,-30,6,2
-7,-28,-6,-3,0,1,-2,-6,6,2
9,13,3,3,4,1,3,12,6,2
4,16,5,-6,-11,-2,27,1,6,2
27,26,2,8,8,12,9,17,6,2
-19,-23,-4,-6,-5,-5,-13,-18,6,2
-12,0,0,-4,0,-7,-24,24,6,2
4,-13,-5,-1,-1,-4,-14,-10,6,2
6,23,6,-2,2,3,4,2,6,2
9,-17,-4,0,-2,1,19,8,6,2
8,11,-4,-1,-1,6,14,-8,6,2
-17,-1,7,5,10,1,10,-22,6,2
7,-11,-1,-1,-2,3,-28,15,6,2
-12,-7,-4,-7,-12,-23,40,-12,6,2
-13,-12,0,2,9,8,-26,-26,6,2
5,13,-4,-4,-17,-23,3,-3,6,2
3,10,0,2,9,10,0,16,6,2
-5,7,8,8,4,9,7,-11,6,2
-22,-18,-6,-11,-2,-3,-14,-30,6,2
-1,-23,-13,2,3,1,20,-13,6,2
-12,3,5,3,8,6,-5,5,6,2
16,23,2,-6,-10,-8,-32,0,6,2
3,1,-1,-3,-13,-14,-4,-4,6,2
9,24,13,4,7,7,4,-45,6,2
-17,-13,-13,-5,-4,4,12,-6,6,2
-5,-13,-1,-2,-6,-13,-25,4,6,2
9,25,2,-1,-1,8,26,23,6,2
-6,-24,-6,-1,-4,3,-3,-46,6,2
-13,-2,1,-3,-4,-14,-18,-29,6,2
2,23,-2,-1,0,6,1,5,6,2
7,-8,1,-2,1,0,12,9,6,2
1,0,-2,4,3,1,1,24,6,2
-1,-7,-4,-6,-8,7,16,10,6,2
-36,-24,-7,-9,-8,-6,-35,-8,6,2
16,15,-1,-2,2,-6,-3,-3,6,2
16,13,4,3,4,8,14,35,6,2
4,8,-1,3,8,1,12,18,6,2
0,-16,5,2,-4,2,8,-11,6,2
23,-5,-2,-1,-2,10,-2,60,6,2
-4,25,5,0,-1,-5,-15,-1,6,2
-21,-31,-9,-6,-15,-13,-31,-28,6,2
-1,-12,4,-1,7,10,18,-16,6,2
-8,-2,2,1,2,0,18,-9,6,2
21,10,0,-1,7,8,-18,24,6,2
-8,12,-5,-1,-3,-8,8,-21,6,2
-6,20,9,6,3,4,-17,-21,6,2
-10,-29,-8,-6,-15,-12,9,1,6,2
14,8,0,1,6,7,-5,27,6,2
-16,16,6,-3,-14,-25,-14,-6,6,2
-8,-24,-13,-6,-4,4,0,-20,6,2
7,18,-2,0,9,4,-18,-21,6,2
4,-2,-1,-3,-1,1,27,22,6,2
-8,-34,-3,8,6,6,-22,-6,6,2
10,24,-2,-6,6,-1,13,10,6,2
-23,3,0,-2,-15,-4,2,-18,6,2
8,-35,-8,-1,2,-9,-22,44,6,2
11,18,-1,0,0,5,19,-1,6,2
-22,-25,-4,3,5,0,2,3,6,2
12,12,2,-2,2,0,-22,-32,6,2
-19,-4,0,-2,-6,0,9,-31,6,2
-1,6,5,-3,-7,-11,5,9,6,2
20,12,0,0,3,12,8,26,6,2
-1,-3,-1,-1,5,-2,-13,-16,6,2
-17,4,-2,-3,-18,-21,-21,-85,6,2
-6,-49,-1,-4,-12,-4,-4,8,6,2
-3,0,-9,-6,-3,-4,-2,32,6,2
-3,1,2,2,12,7,18,7,6,2
1,5,-2,1,0,5,15,6,6,2
28,25,2,4,12,14,6,16,6,2
1,11,4,-2,-13,-20,-32,-11,6,2
-1,-17,-4,-1,1,8,18,-12,6,2
-12,-14,-6,3,8,1,17,9,6,2
4,14,0,-7,-10,1,28,3,6,2
7,11,-1,1,1,-4,-9,6,6,2
-11,4,-4,-2,7,-5,-23,-3,6,2
-6,-5,-3,-3,-9,0,-6,-15,6,2
-4,-12,-1,1,5,4,-1,-13,6,2
6,10,-5,-5,-12,-10,11,-12,6,2
2,45,14,0,5,8,6,26,6,2
-28,-66,-13,0,0,4,-18,-24,6,2
0,-7,4,1,-8,-24,-1,1,6,2
-14,-15,-1,0,1,5,-29,-1,6,2
7,4,-2,-3,-2,-8,2,3,6,2
12,30,3,2,2,13,10,12,6,2
4,9,2,1,1,0,-5,38,6,2
-9,-21,-13,-13,-14,-6,18,-44,6,2
-11,-20,-2,-1,11,13,-26,5,6,2
-5,10,-4,-5,-23,-34,-30,-13,6,2
-3,5,-5,-1,1,10,21,-37,6,2
11,-5,7,9,10,1,-7,14,6,2
1,-9,0,2,-4,-3,29,15,6,2
14,16,-2,-3,-3,5,7,12,6,2
-1,0,-2,-5,-1,-2,-27,-3,6,2
4,22,5,2,6,9,7,14,6,2
5,-49,-7,-4,-10,1,38,41,6,2
-4,-9,1,1,-4,-21,-52,-44,6,2
-6,12,3,0,6,10,30,19,6,2
5,-1,-1,-6,-9,-10,-33,13,6,2
3,-8,-3,-4,0,4,1,9,6,2
