EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,GripForce,Subject
-20,0,6,5,3,0,-4,-12,2,5
21,-5,10,0,-12,-6,-9,-12,2,5
2,-4,-11,-20,-18,-10,-3,-34,2,5
-12,1,-6,-7,-2,-4,-3,36,2,5
-31,-3,-3,6,7,3,7,2,2,5
7,-3,7,1,-2,-1,1,-4,2,5
-4,2,2,-4,-1,1,-3,1,2,5
-21,3,3,11,8,4,3,-11,2,5
-27,-3,-8,-2,1,-2,-2,-9,2,5
14,-5,3,-1,-1,0,0,16,2,5
-23,3,3,-1,2,4,1,-13,2,5
-14,-4,-1,-1,-1,-2,0,8,2,5
-32,5,-16,3,0,-2,-10,-35,2,5
21,-8,11,7,1,3,2,9,2,5
-18,10,8,-1,8,3,0,18,2,5
-19,-4,16,2,3,-1,3,16,2,5
10,4,2,-4,-6,-4,-8,-33,2,5
8,-10,-22,-11,-12,-3,-1,22,2,5
-13,-1,5,1,1,-1,-9,-15,2,5
-8,-7,-21,5,4,0,4,0,2,5
-16,-8,17,-3,2,-3,1,-2,2,5
-5,0,-3,-5,-6,-4,-2,0,2,5
-23,2,7,6,6,4,4,20,2,5
-9,0,-10,1,-3,0,1,-15,2,5
-29,0,2,-1,7,0,2,-16,2,5
6,0,10,3,-7,-1,-8,-8,2,5
-20,2,6,-5,-1,-2,-1,15,2,5
3,-2,3,-2,0,-5,-3,-1,2,5
-13,-6,-1,1,8,6,19,68,2,5
-2,8,-11,2,-3,-1,-6,-7,2,5
-8,-7,-4,4,8,0,0,6,2,5
-5,0,27,-4,-4,-1,6,13,2,5
-21,2,1,0,11,4,-1,1,2,5
-10,-4,-15,-7,-11,-5,-3,56,2,5
-19,-7,-12,-1,1,2,2,13,2,5
-11,-7,-7,-3,1,1,-6,-17,2,5
-3,2,5,1,5,1,7,11,2,5
24,-5,-4,-1,-1,1,1,-10,2,5
-20,5,14,1,-3,-1,-10,-16,2,5
-5,4,-6,-3,-3,-3,-3,4,2,5
-27,-2,-5,-2,-6,-4,-5,-18,2,5
2,3,0,8,1,6,5,-38,2,5
-21,8,8,-7,0,1,10,16,2,5
-4,4,-1,3,7,2,-3,-12,2,5
-5,0,5,1,0,-6,3,-5,2,5
-9,2,-14,-5,-7,-2,4,37,2,5
-22,-1,-3,-6,-3,0,-3,-12,2,5
-14,1,4,4,1,1,5,9,2,5
-28,7,12,5,12,3,6,14,2,5
-3,-8,-4,2,-6,-3,-7,31,2,5
-8,11,9,-4,1,0,-4,-1,2,5
-7,-3,15,5,-2,3,1,-2,2,5
-7,2,9,6,4,-4,-1,-4,2,5
18,-12,-21,-3,-13,-6,-6,-9,2,5
-59,-12,-20,-9,-5,-3,-2,3,2,5
-12,3,8,0,9,1,6,15,2,5
-17,-6,14,-2,1,-3,-5,-34,2,5
11,-4,4,-1,3,-1,2,50,2,5
-6,4,1,4,4,-2,0,1,2,5
-6,5,-12,0,-4,-3,-5,-29,2,5
-18,-11,-14,1,1,-4,-5,-10,2,5
36,-3,-9,-3,-13,-4,-11,-22,2,5
-5,-2,8,1,-2,1,7,-3,2,5
-1,4,6,-6,2,-4,-15,0,2,5
-13,4,-2,1,3,-2,9,-7,2,5
9,-11,-7,-4,-12,-2,-8,-34,2,5
-23,3,-2,-6,1,3,4,13,2,5
-10,-8,-8,0,-3,-2,0,-11,2,5
-21,3,-9,-5,0,-6,-8,-38,2,5
13,4,25,11,6,5,-2,77,2,5
-1,0,-4,-2,-1,-5,-3,-1,2,5
-1,-4,11,-4,0,-1,-1,-6,2,5
-14,4,8,2,9,3,-2,-20,2,5
8,-16,-43,-10,-14,-2,-2,-26,2,5
-12,-2,19,-3,-4,-4,-5,-17,2,5
-7,1,-5,2,-2,-1,6,-1,2,5
-18,-3,18,9,10,3,3,4,2,5
8,7,-3,-11,-7,-5,0,2,2,5
-23,-6,-18,-3,-4,-4,-7,-3,2,5
-22,2,3,0,0,2,-2,1,2,5
-28,-1,7,1,-1,-3,3,-11,2,5
-2,0,-16,-3,-7,-1,-4,-21,2,5
-23,2,7,1,10,5,4,13,2,5
-15,1,16,7,10,1,10,18,2,5
-19,3,-3,2,2,0,5,-11,2,5
12,-2,18,-5,-11,-1,-7,8,2,5
-11,-7,-5,-1,-1,-2,-3,-7,2,5
-15,5,-9,-5,-3,-5,-10,-21,2,5
-15,-3,9,11,16,3,6,-9,2,5
0,10,-6,-1,2,3,6,28,2,5
-11,-6,1,-5,-7,-6,-1,-9,2,5
-7,-7,-13,0,-1,-1,2,1,2,5
-14,6,0,2,6,1,3,-19,2,5
-3,0,-8,-6,-8,-3,-7,-11,2,5
-14,-4,1,1,2,1,-1,5,2,5
-2,-5,3,1,1,-1,1,-7,2,5
-6,8,9,2,11,7,15,78,2,5
21,-5,-21,-1,-13,-4,-9,1,2,5
-27,-12,-4,-5,-1,-3,-5,17,2,5
-11,3,15,-4,-3,-2,-1,3,2,5
-22,0,12,9,13,4,4,-9,2,5
5,0,-17,-6,-5,-2,-3,4,2,5
-7,5,0,8,3,1,3,-22,2,5
-8,-9,-8,-5,-9,-6,-4,-31,2,5
-5,-3,7,-2,2,-1,0,-10,2,5
-2,-4,-12,-5,-5,-2,-1,29,2,5
-6,4,0,-13,-7,-3,-6,-28,2,5
-5,-3,-14,2,3,-1,9,9,2,5
-6,3,12,5,2,-5,-5,-25,2,5
7,1,-4,-2,-5,-2,-4,-3,2,5
-17,-5,5,-1,-5,-4,3,-8,2,5
-10,10,11,-1,7,3,0,28,2,5
-1,-4,-18,2,8,3,15,71,2,5
16,-7,4,-6,-14,-2,-7,-12,2,5
-7,6,-8,-9,3,-3,-1,4,2,5
-1,-4,0,5,7,5,2,-13,2,5
-14,8,4,2,4,-2,-1,-12,2,5
16,-4,-11,0,-5,-2,-4,4,2,5
3,-4,18,7,7,-2,-3,5,2,5
-6,-3,-4,-6,-3,-2,-3,-1,2,5
-8,-1,0,0,2,-3,-2,-30,2,5
11,-10,-19,2,-9,-3,-4,3,2,5
-10,6,15,8,7,4,2,-21,2,5
3,-3,0,-5,1,-2,-12,-11,2,5
-4,-6,10,0,-5,-6,-11,-34,2,5
0,-1,-17,0,-8,-1,-1,9,2,5
-24,1,2,1,4,2,2,-5,2,5
-24,-4,7,2,2,2,10,43,2,5
-8,4,12,1,1,-2,-10,-26,2,5
-5,0,-6,-1,-3,4,2,61,2,5
-16,-2,1,-4,-1,-4,-7,-9,2,5
12,-1,4,6,5,1,2,-9,2,5
-1,-1,4,-1,2,-2,1,-21,2,5
2,3,1,-5,-7,-3,-1,18,2,5
-20,0,-10,-2,1,1,2,2,2,5
-10,2,-8,-2,0,-2,-6,-17,2,5
-6,-7,1,0,0,-3,2,-15,2,5
12,-5,-13,-4,-7,-2,-7,-7,2,5
-7,-6,3,-3,3,1,5,1,2,5
-8,-8,-7,-1,-5,-2,0,-7,2,5
-15,5,26,5,9,2,7,4,2,5
0,-8,-18,-11,-9,0,1,6,2,5
-24,1,-8,-7,-3,-4,-13,-7,2,5
-3,-5,-4,0,-2,-5,0,-20,2,5
7,-5,-18,0,1,-7,-10,-18,2,5
-2,-2,10,-10,-14,-3,0,44,2,5
-17,11,18,-2,0,3,5,7,2,5
-3,1,4,-3,-2,-4,-5,12,2,5
-5,1,0,5,7,-1,0,-32,2,5
-30,0,-18,6,0,4,0,19,2,5
-11,-7,-3,1,-1,-4,3,-18,2,5
-5,1,-12,-8,-4,0,1,-19,2,5
-20,-8,9,0,4,-2,2,5,2,5
1,6,4,-2,-11,-2,-9,-3,2,5
-13,0,3,-5,1,0,-1,-16,2,5
-11,-5,-10,0,-1,-3,-5,-4,2,5
-11,-1,-5,-3,2,2,2,0,2,5
3,-10,-15,-6,-12,-4,-8,-13,2,5
-6,8,3,3,-1,0,0,-47,2,5
-18,0,-19,-9,3,2,3,16,2,5
-15,-3,24,-1,-3,-10,-13,11,2,5
3,-4,5,-5,-6,5,-2,21,2,5
-28,6,2,0,1,0,8,25,2,5
-13,-9,-6,0,-3,-3,-8,-8,2,5
-14,-7,-4,6,10,5,12,34,2,5
-4,5,-3,2,-8,-5,-7,-11,2,5
-3,-9,-3,-9,-1,-1,-4,-1,2,5
-6,11,11,4,3,0,-5,-25,2,5
-9,-1,-12,-5,-4,-5,-2,-13,2,5
-3,3,-14,6,-3,1,8,22,2,5
-15,7,7,5,9,2,-6,10,2,5
-14,-3,10,-3,1,3,4,6,2,5
-1,5,-12,-4,4,4,6,6,2,5
-2,-11,1,-4,-11,-7,-4,2,2,5
-20,0,12,5,5,2,1,-7,2,5
-10,1,-11,-1,2,-2,6,9,2,5
-6,2,24,14,6,2,2,-16,2,5
-3,2,-22,-14,-15,-6,-14,-40,2,5
7,-10,-15,-6,-2,-2,-4,12,2,5
-14,-11,-1,1,-4,-6,-1,11,2,5
-1,4,1,0,1,0,2,0,2,5
-9,-2,4,-8,-9,-1,-1,52,2,5
-12,0,-1,-1,-2,-5,-3,1,2,5
-3,5,9,10,8,3,-2,4,2,5
-3,2,0,0,-4,-7,-6,-17,2,5
-5,-8,-9,1,-3,4,-2,-3,2,5
-5,2,0,-5,-1,-4,-1,-6,2,5
-3,2,1,-3,-2,-1,-1,-23,2,5
-9,-8,-25,0,3,-2,1,21,2,5
-3,-7,1,-6,-12,-3,-7,-5,2,5
-3,3,14,-2,2,-2,-5,-3,2,5
-3,-8,-2,-7,-7,-3,-6,-26,2,5
8,-3,-10,12,4,1,2,-8,2,5
-4,-8,-9,-8,-13,-6,-3,17,2,5
-5,5,-4,-7,-2,-5,-7,-37,2,5
-17,-3,14,0,1,-1,0,18,2,5
-5,4,0,5,5,2,-1,-13,2,5
-6,-6,-19,0,-12,-5,-2,15,2,5
-32,-3,-11,-5,4,3,3,24,2,5
3,3,-8,2,-1,-3,-1,0,2,5
5,-5,20,-3,-3,-3,-6,-12,2,5
-6,6,-9,-5,-8,1,-4,7,2,5
-38,3,12,1,4,1,5,11,2,5
-18,-2,-1,0,-2,-2,3,-4,2,5
-13,-1,-11,-2,2,2,7,-7,2,5
8,1,1,-5,-8,-3,-10,-17,2,5
-5,-6,-29,-7,-6,-5,-3,-2,2,5
-11,0,-10,-3,-2,-1,-4,-13,2,5
14,4,32,12,10,2,1,5,2,5
-8,-1,-7,-1,-4,2,0,14,2,5
6,-6,-6,-4,-6,-3,1,-34,2,5
-18,1,-10,3,6,3,0,28,2,5
-12,0,0,-2,-6,-9,-10,-9,2,5
-7,2,-10,-6,-4,5,-1,6,2,5
-4,-8,7,2,5,3,6,5,2,5
-3,-1,-19,-8,-9,-6,-9,-57,2,5
3,-4,21,4,1,2,4,-3,2,5
-9,8,0,-3,-3,1,-1,17,2,5
-18,-5,3,1,-1,-1,-1,-7,2,5
-7,-8,0,-5,-5,-5,0,8,2,5
-22,1,-21,0,0,1,7,3,2,5
4,-4,1,1,-2,-1,-5,10,3,5
-11,2,-7,-3,-6,-4,-1,-12,3,5
-29,5,0,-7,2,-1,4,16,3,5
-14,-8,34,9,6,-1,1,-17,3,5
23,5,-5,-8,-5,-1,-11,-25,3,5
-12,-10,1,-2,-6,-5,-5,11,3,5
0,4,8,0,0,1,-1,-12,3,5
-9,0,-12,-5,3,0,1,-11,3,5
-4,-7,-11,-3,-10,-5,-2,2,3,5
-20,-2,9,-5,-1,1,6,15,3,5
-41,10,-2,6,13,7,2,80,3,5
0,-2,8,5,5,0,-1,-25,3,5
8,-11,-7,-6,-5,-2,8,45,3,5
-16,3,-2,-3,2,-1,-2,9,3,5
-12,-7,-4,-4,-7,-5,-4,-39,3,5
-9,-6,-7,-1,4,3,4,-24,3,5
12,3,-2,3,-2,-3,-3,11,3,5
-8,-2,2,-1,1,0,-3,0,3,5
-6,-19,-11,-2,-7,-2,5,-11,3,5
-12,9,-2,-3,1,-5,-1,-1,3,5
15,-2,-27,-9,-13,-7,-5,-1,3,5
-52,6,21,7,9,8,14,15,3,5
3,3,2,-3,-3,-4,-9,-49,3,5
-34,-7,-8,1,3,-2,2,-4,3,5
14,0,-10,0,-8,-4,1,23,3,5
-49,5,-7,-5,3,2,-7,-31,3,5
-37,1,5,0,1,0,7,5,3,5
-23,0,16,15,11,2,-6,-31,3,5
-1,-5,-2,-1,-1,2,2,11,3,5
0,1,4,-10,-2,-2,-5,10,3,5
8,-4,5,2,-1,-2,-6,-26,3,5
-5,-1,-5,6,3,-3,4,-15,3,5
14,-2,-10,2,-10,-6,-19,-18,3,5
8,5,-8,-7,-3,-1,-6,-31,3,5
5,-14,-7,6,1,-3,-12,-49,3,5
-7,-1,-5,-5,0,2,9,-3,3,5
-9,5,9,6,3,7,5,2,3,5
12,9,14,-7,-10,-11,-16,-56,3,5
-17,7,4,0,10,7,7,51,3,5
-6,-3,-17,-1,4,-1,-2,-25,3,5
25,7,6,0,-7,1,2,-7,3,5
3,-16,-12,-1,-5,-7,-6,-12,3,5
0,4,1,-9,-1,1,-3,-6,3,5
-29,3,10,7,9,2,0,17,3,5
0,-7,-13,2,-7,-3,1,27,3,5
-47,-8,0,5,7,7,13,30,3,5
1,5,16,-1,-3,-3,-5,-19,3,5
-21,0,10,-2,2,-6,-6,24,3,5
1,-3,-7,-5,-5,-2,-4,21,3,5
-9,-1,-4,-2,-1,1,1,11,3,5
-13,2,-1,2,-1,-3,-5,-15,3,5
-7,1,6,0,7,-1,0,-30,3,5
8,-3,-35,-1,-2,-4,2,9,3,5
-13,-1,33,3,1,-2,-6,-1,3,5
-7,0,-14,-14,-3,-2,0,3,3,5
-14,3,-16,1,-2,-4,3,-11,3,5
14,-27,-2,-5,-9,0,-4,-8,3,5
-42,8,4,7,10,5,10,6,3,5
10,13,2,3,0,-5,-6,-26,3,5
-23,-6,4,6,6,0,2,38,3,5
-7,-3,-9,-5,-6,1,3,39,3,5
-4,-3,-13,-9,-4,-2,-8,-24,3,5
0,-2,11,2,-3,-5,-2,-36,3,5
-17,3,12,-5,6,3,7,-11,3,5
9,0,3,5,0,7,1,-5,3,5
-23,-3,-10,0,2,-2,0,10,3,5
-9,-5,-2,2,-5,-4,4,7,3,5
-3,7,4,-5,0,-4,-9,-45,3,5
5,-28,-13,4,-6,2,0,-3,3,5
3,6,21,-3,-2,-3,-2,0,3,5
-14,-4,-9,-3,2,1,0,39,3,5
0,-8,0,0,-3,-2,6,9,3,5
-24,18,-2,2,5,3,-2,66,3,5
-28,-11,-5,5,-1,-3,8,-1,3,5
-11,-7,-5,-11,-2,2,8,12,3,5
-7,-3,11,-1,4,-7,-17,-15,3,5
22,8,5,-6,-12,-4,-12,-9,3,5
-10,-2,-3,-4,-2,-1,-1,-7,3,5
-20,8,17,6,1,3,0,-6,3,5
-15,-2,7,2,6,3,8,-25,3,5
8,3,1,-11,-8,-2,0,11,3,5
-48,-2,-1,8,11,7,6,15,3,5
-12,-2,-16,-2,1,-3,-5,-53,3,5
-19,7,10,8,1,-6,0,-15,3,5
8,-9,12,-6,-8,-3,-9,-3,3,5
-7,8,7,-2,2,3,8,7,3,5
-2,3,-6,4,9,4,-6,-25,3,5
-9,-11,-25,-4,-3,-2,5,-6,3,5
-17,7,10,0,0,0,-3,36,3,5
-12,11,4,-8,3,-2,-4,1,3,5
7,-9,4,-3,-8,-5,0,10,3,5
-12,-1,7,7,11,4,-1,41,3,5
25,-5,-23,-14,-20,-7,-11,-31,3,5
4,-1,-5,-3,1,-5,-12,-35,3,5
-7,4,-6,0,1,-1,2,3,3,5
-5,4,20,2,1,-4,-2,-18,3,5
3,-2,-14,1,-8,1,-2,-1,3,5
-13,-4,2,-3,1,-2,1,2,3,5
-11,-1,9,9,2,-3,-1,-23,3,5
-10,-2,-1,-8,11,7,15,64,3,5
17,-4,-6,-5,-15,-7,-4,24,3,5
-8,-4,-3,-5,-2,-3,-10,-6,3,5
-4,8,-36,-2,3,2,1,0,3,5
-10,2,33,6,1,0,-3,-47,3,5
6,17,5,0,-3,5,2,-66,3,5
-9,-22,-17,-5,-8,-8,-7,-14,3,5
-17,-1,13,2,1,-2,3,26,3,5
-9,0,-16,-2,-1,-2,-5,-31,3,5
5,-1,-11,-4,-9,-3,-9,6,3,5
-8,1,-20,-6,-7,-4,0,-20,3,5
-27,-12,32,4,4,4,8,9,3,5
-1,1,17,4,5,-3,-5,-19,3,5
0,3,-18,-2,-3,-2,0,28,3,5
-37,-7,0,0,10,8,8,18,3,5
0,-15,-18,-11,-9,-11,-4,26,3,5
-9,1,8,5,4,-1,4,-9,3,5
-8,-10,-16,-7,-10,-5,-10,13,3,5
-3,12,8,1,2,-2,1,-6,3,5
15,-15,13,5,0,-1,-9,-61,3,5
-2,7,-1,-5,6,3,17,39,3,5
5,-12,-14,-4,-9,-2,-11,12,3,5
-20,9,7,6,0,0,3,3,3,5
1,8,-8,-1,-3,-2,0,-20,3,5
-9,-6,5,2,0,1,9,-5,3,5
-8,-4,13,8,6,6,10,62,3,5
7,5,-6,-10,-5,-6,-3,-16,3,5
-9,-1,1,-3,-3,-5,-15,-6,3,5
-4,-3,-19,-1,-2,-3,-3,-40,3,5
7,4,-19,-13,-17,-4,4,-19,3,5
0,-8,48,18,16,6,-1,-15,3,5
-6,10,11,7,7,5,-3,18,3,5
-4,-3,-9,3,2,-3,-4,-10,3,5
-6,-12,-5,-2,-12,-4,-5,-11,3,5
-2,3,-10,-6,4,3,6,10,3,5
-34,-1,6,-10,3,1,9,61,3,5
-2,-8,9,9,2,-4,1,2,3,5
1,-2,0,2,-5,-1,-6,-7,3,5
-18,0,-8,-8,-7,-3,-1,-6,3,5
-2,0,-3,-4,-3,-2,-10,-31,3,5
-8,-11,-15,-5,1,-4,-6,-36,3,5
-13,2,6,-3,-7,0,10,29,3,5
-36,-2,-8,-2,-2,1,5,26,3,5
-20,0,-8,0,0,0,3,-5,3,5
-8,-2,-7,-11,-5,-6,-4,-3,3,5
21,-9,4,5,-6,0,-9,-20,3,5
-6,4,8,0,10,5,3,1,3,5
-16,1,-12,4,2,2,0,4,3,5
-10,-3,4,10,6,2,-2,-2,3,5
-1,-3,-26,-14,-15,-6,-4,7,3,5
17,-4,8,-2,-9,-10,-22,-94,3,5
3,9,9,0,0,-2,1,-5,3,5
0,3,3,8,9,8,4,-15,3,5
-9,-2,-7,-5,-11,-3,-1,13,3,5
-20,-8,-17,0,-3,-8,-9,-2,3,5
2,18,20,-1,-2,-3,-6,-40,3,5
5,4,10,11,9,5,4,49,3,5
10,1,-11,-9,-16,-4,-7,-6,3,5
-10,2,-7,2,4,-1,-4,3,3,5
-10,-3,11,3,6,1,9,0,3,5
-4,5,2,6,-7,-4,-8,-42,3,5
-9,1,-6,-12,-3,0,1,39,3,5
-24,-8,-8,-11,-9,-8,-9,-1,3,5
-23,-2,9,2,1,-3,4,12,3,5
-2,2,1,-3,6,3,11,72,3,5
-1,-13,-20,-7,-11,0,0,9,3,5
19,-6,-7,-8,-7,-1,-5,-53,3,5
-14,7,9,4,4,1,3,-26,3,5
12,3,-7,-2,-1,-4,-9,-29,3,5
-7,0,-13,-4,-9,-2,-5,-20,3,5
-30,-4,5,-1,-1,-2,8,42,3,5
-17,-7,-5,4,7,3,7,16,3,5
-10,-6,-14,-9,-9,-5,-1,-22,3,5
-1,-2,22,6,0,2,-8,-12,3,5
4,10,-6,-6,-2,-2,-1,-2,3,5
-1,-10,-2,-1,-3,0,-4,-3,3,5
-15,4,15,5,6,1,3,16,3,5
-3,1,-23,-7,-10,-3,-3,12,3,5
-44,-3,4,10,10,5,12,42,3,5
0,-18,-18,-8,-15,-9,-9,-17,3,5
-8,15,4,2,11,3,-5,-18,3,5
-12,-13,-14,-3,-8,1,-3,-12,3,5
6,1,5,0,-1,-1,-9,-43,3,5
-2,5,-9,-5,-4,1,2,5,3,5
-11,-3,-1,6,0,-2,-5,-12,3,5
-8,-2,-12,8,-1,-3,-8,-6,3,5
-3,8,38,-5,4,0,0,-14,3,5
-19,3,4,9,0,-2,-4,-27,3,5
20,1,11,-3,5,6,8,8,3,5
-6,1,-8,-13,-16,-3,-2,17,3,5
-32,-4,-13,3,-3,-2,3,27,3,5
-27,1,-10,-1,-3,-1,4,66,3,5
-5,-4,-10,5,5,0,1,2,3,5
-10,0,-8,-7,-2,3,3,15,3,5
2,3,-2,-8,-2,1,3,5,3,5
3,-7,-5,1,-4,-7,-3,-7,3,5
17,3,18,1,-4,-6,0,-33,3,5
-5,-4,-1,-4,-8,0,5,45,3,5
-9,0,-6,-2,-2,-7,-17,-12,3,5
-3,-7,-13,-4,-3,-3,-3,-27,3,5
2,-12,-17,-3,-4,-4,-1,-24,3,5
-5,1,-5,10,1,4,4,-14,3,5
33,3,45,4,8,5,-1,-11,3,5
4,4,6,-12,-2,-2,-4,5,3,5
22,-6,-8,0,-13,-10,-17,-18,3,5
-12,7,-13,-11,-13,-5,-8,-67,3,5
-13,-25,-37,-1,-2,-4,5,-17,3,5
-12,14,16,8,5,1,-7,-32,3,5
-1,-4,-9,-9,-2,-1,-7,13,3,5
4,-1,-2,-5,-4,-2,-5,12,3,5
-10,7,-5,1,-3,-4,0,11,3,5
2,-15,-9,-2,-5,-4,0,-22,3,5
-14,-5,-3,-2,-5,-1,8,24,3,5
-14,5,2,-3,-3,1,-3,30,3,5
-21,1,-4,6,8,4,4,0,3,5
-12,1,-1,1,4,2,5,0,3,5
-14,-14,0,14,-4,-4,1,-2,3,5
0,-5,5,-15,-8,-3,-15,4,3,5
-2,6,5,1,1,-2,-1,-62,3,5
-3,-12,-13,-11,-7,-5,0,5,3,5
1,2,-10,2,4,3,1,-6,3,5
-11,-2,4,9,-3,-1,-2,-4,3,5
-24,-3,-1,-9,-2,-2,0,21,3,5
-23,8,1,-7,8,-1,10,66,3,5
-13,-8,-4,-1,-2,-1,-1,3,3,5
8,8,-12,-4,-9,-2,-2,-32,3,5
-29,-20,-26,-1,-1,2,15,31,3,5
-3,3,43,6,5,1,-11,-21,3,5
-4,14,-4,3,1,-1,5,22,3,5
-1,0,-7,-5,-7,-3,1,7,3,5
-37,0,-5,-1,-2,-2,1,42,3,5
-10,-2,-5,4,5,6,8,-8,3,5
7,-4,8,5,3,1,-1,-3,3,5
-14,-1,-10,-3,-3,0,1,26,3,5
-6,0,18,1,2,-1,-5,-17,3,5
11,-7,-26,-11,-6,-2,-11,-66,3,5
24,-9,2,-10,-11,-7,0,-4,3,5
-4,-2,-5,3,-4,0,-2,24,3,5
-4,2,0,-1,-4,-4,0,5,3,5
-26,1,-14,3,3,3,6,-11,3,5
11,-8,16,3,-3,-3,-4,-43,3,5
-5,-1,9,-1,1,0,-11,39,3,5
-1,6,-2,0,-1,-2,-1,-6,3,5
-32,-3,-5,-2,3,0,4,34,3,5
-6,-8,-20,-2,-10,-6,-3,3,3,5
-7,-1,1,-3,-5,2,5,7,3,5
3,13,18,7,10,5,0,4,3,5
-12,-1,10,0,4,-2,-3,-2,3,5
-5,0,-15,-8,-3,0,4,9,3,5
-16,-24,-8,0,-16,-9,-5,-18,3,5
-22,-6,1,-9,2,4,5,11,3,5
-17,1,0,1,2,-2,-2,18,3,5
7,-4,4,-4,-5,-5,-7,8,3,5
-8,5,-15,-1,0,2,3,20,3,5
6,-3,9,1,-4,-4,-2,-6,3,5
25,-4,11,-2,1,-1,-4,-5,3,5
-6,-2,-12,-10,-7,-7,-12,76,3,5
-19,-4,2,4,-3,1,-8,-20,3,5
-18,3,-12,1,5,0,5,20,3,5
-22,4,11,5,2,1,0,13,3,5
15,2,0,-3,0,3,5,-21,3,5
5,2,-6,-5,1,1,-2,-17,3,5
-7,-3,-2,-6,-6,-7,-7,-11,3,5
-10,7,1,6,6,2,0,-28,3,5
7,21,3,8,5,4,2,-16,3,5
-15,-3,2,-2,-4,1,-5,15,3,5
8,1,1,-3,0,-5,-11,-31,3,5
-27,-8,-12,6,6,0,6,12,3,5
-2,2,-4,-4,0,3,4,41,3,5
-9,6,2,0,-5,-1,0,6,3,5
-18,-9,18,8,-4,-3,-12,-48,3,5
-13,8,4,-6,6,6,16,39,3,5
15,-6,-8,-3,-9,-8,-20,-16,3,5
-2,-2,-13,-7,-3,1,0,-18,3,5
-5,1,-13,1,0,-2,4,-14,3,5
-7,1,5,1,-1,-2,-1,-28,3,5
7,-9,-5,-3,-4,1,4,2,3,5
-10,6,9,-3,2,2,4,22,3,5
39,24,5,6,6,-2,-18,-44,3,5
-15,-13,-3,3,2,-4,-1,56,3,5
17,-8,-7,-6,-4,0,-3,-3,3,5
-9,-7,-9,-2,-9,-7,-8,-25,3,5
1,-1,2,-5,2,0,-2,-7,3,5
-8,-4,5,4,3,-1,2,-27,3,5
24,6,7,-7,1,3,4,4,3,5
-75,-10,-5,-2,3,10,24,29,3,5
-23,-1,0,-8,-7,-8,1,-14,3,5
-26,7,3,4,3,0,-8,-42,3,5
-2,4,-10,11,1,1,6,1,3,5
-14,-3,-13,-6,0,-1,2,8,3,5
-13,4,23,1,5,6,6,36,3,5
-26,-1,-7,-12,-6,-1,9,37,3,5
23,-8,2,11,4,1,2,41,3,5
-55,-5,-7,-5,-9,-1,-3,-25,3,5
-28,-3,-9,-2,-5,-2,-3,-19,3,5
-11,12,8,-4,0,-4,-5,-37,3,5
-1,-11,-7,7,-5,-1,-10,-19,3,5
-15,-2,0,4,3,1,-7,33,3,5
-7,-1,-13,4,4,3,12,14,3,5
-16,-7,15,0,3,-4,-5,-37,3,5
21,3,-2,-2,-3,-6,-6,14,3,5
-35,10,-1,-12,-6,-4,-5,-6,3,5
-35,5,4,5,7,2,2,19,3,5
-19,-5,-9,1,1,-4,-7,-26,3,5
-22,4,8,4,-5,-3,4,-30,3,5
-7,-5,13,-6,1,3,-4,-5,3,5
0,-3,-7,-11,-8,-9,-14,-9,3,5
-28,-3,0,5,8,2,4,-12,3,5
-2,-11,-9,-6,-10,-5,4,19,3,5
-5,3,-6,-1,3,2,-2,-10,3,5
-7,-1,11,3,1,1,6,2,3,5
-4,2,-6,-3,0,-5,-9,-42,3,5
20,-6,-19,0,-5,-4,-3,-14,3,5
7,-1,13,-3,-12,-9,-10,-54,3,5
-15,-3,8,6,13,5,2,2,3,5
-40,10,13,8,10,5,12,57,3,5
4,-6,-9,-9,-4,3,2,4,3,5
-12,4,2,0,1,-1,1,6,3,5
-20,-1,-22,-1,-6,-8,-3,1,3,5
-8,-2,30,8,8,1,-8,-46,3,5
9,0,0,-10,-3,2,2,38,3,5
8,-1,2,1,-11,-10,-14,-6,3,5
-6,-5,-14,-3,0,3,8,4,3,5
-19,-10,-16,-6,-4,-4,2,-14,3,5
14,2,-19,-6,-5,-3,-10,-24,3,5
24,1,9,-2,-4,-6,-9,-60,3,5
7,-4,-2,-1,-3,-5,-4,-9,3,5
-17,3,12,-5,3,2,3,-15,3,5
-7,-14,-8,2,-6,-3,-3,-26,3,5
1,9,-18,-5,-4,-3,-8,-62,3,5
-5,-5,-6,-4,0,1,2,-22,3,5
-10,7,3,2,5,-3,2,24,3,5
0,-4,-1,-2,-6,0,2,39,3,5
-19,-7,0,-1,1,1,4,37,3,5
-14,4,9,4,6,4,7,16,3,5
-15,-5,-6,8,0,-1,3,-11,3,5
20,1,10,-3,-6,-3,-6,-12,3,5
0,3,-1,-2,-1,-3,-6,-4,3,5
-2,-9,-16,-11,-7,-3,-1,0,3,5
-4,7,1,5,9,2,-3,18,3,5
-14,-1,-13,1,-10,-3,7,35,3,5
-8,1,6,5,11,6,-4,-2,3,5
-11,3,30,7,10,4,6,12,3,5
-12,5,-8,-5,-3,-3,-2,-24,3,5
11,-2,-13,2,-1,0,-9,-22,3,5
-42,-4,2,-1,5,-1,10,27,3,5
-16,5,-6,-1,3,1,5,-29,3,5
-18,-10,16,7,3,-5,-2,-32,3,5
4,8,6,-10,-4,1,6,41,3,5
-8,-2,-11,-5,-7,-4,-1,-13,3,5
